,User-ID,ISBN,Book-Rating
321894,76626,0140620222,10
321923,76626,0142001805,9
321981,76626,0156001314,9
322110,76626,0330267388,10
322223,76626,0375703861,8
322241,76626,0380789035,9
322249,76626,038542017X,9
322259,76626,0385512104,9
322277,76626,0395977894,8
322346,76626,0440498058,10
322537,76626,0679735909,10
322827,76626,1853260207,10
323014,76710,0060740450,6
323023,76710,0312265867,7
323028,76710,0312983298,9
323036,76710,0399150897,7
323051,76710,0451205626,9
323062,76710,0515132020,8
323274,76818,0060502258,5
323287,76818,0064471055,10
323309,76818,0312976275,9
323314,76818,0312990456,7
323321,76818,0345339681,10
323373,76818,038533656X,3
323397,76818,0425133516,7
323422,76818,0441172717,8
323455,76818,0451197399,10
323463,76818,0452268060,9
323516,76818,0684803860,9
323550,76818,0812967240,5
323679,76888,0345313860,9
323683,76888,034538475X,7
323685,76888,0345409671,9
323686,76888,0345434803,5
323687,76888,0385498721,10
323688,76888,0385504470,9
323689,76888,0385720920,10
323690,76888,0393319296,7
323691,76888,0399501487,6
323815,76942,0345314255,8
323918,76942,0425158632,7
323930,76942,0425180638,8
324021,76942,0449221512,5
324088,76942,0553289411,7
324121,76942,0671708635,7
324152,76942,080411868X,6
324676,77181,0060934417,8
324679,77181,0060976845,8
324692,77181,0316666343,8
324702,77181,0385484518,10
324720,77181,0452260116,5
324729,77181,0553277472,6
325427,77480,0345353145,8
325432,77480,034545104X,8
325460,77480,0425128164,7
325465,77480,0425172996,8
325479,77480,0446322180,8
325495,77480,0449003787,8
325503,77480,0451409973,8
325506,77480,0515118656,8
325512,77480,0553348981,10
325536,77480,0743417682,8
325559,77480,0971263906,8
325560,77480,0971880107,2
325906,77724,0312282990,9
325908,77724,0345422384,7
325910,77724,0345434803,7
325912,77724,0385418493,7
325926,77724,0767902521,8
325927,77724,1400033543,6
326064,77809,006019491X,10
326070,77809,0060930535,8
326071,77809,0060987103,6
326133,77809,0316666343,5
326134,77809,0316735027,7
326146,77809,0345436911,5
326192,77809,0385509456,8
326202,77809,0425128164,7
326256,77809,0452282152,7
326283,77809,0553106643,8
326294,77809,0553296981,9
326326,77809,0671021001,5
326335,77809,0679412956,7
326336,77809,0679419462,9
326350,77809,0684863472,10
326420,77809,0886773520,6
327516,78015,0060391626,10
327518,78015,0061097101,9
327519,78015,006109921X,7
327520,78015,0316666343,8
327521,78015,0316789976,7
327524,78015,0345409671,7
327525,78015,0375500510,9
327526,78015,0375506276,9
327531,78015,0440224594,3
327533,78015,0446672211,8
327964,78448,0060173289,8
327976,78448,0316666343,9
327978,78448,0316782505,7
328002,78448,038542017X,7
328003,78448,0385484518,10
328020,78448,0425116840,8
328025,78448,0425140032,8
328027,78448,0425158594,7
328039,78448,0446519138,8
328055,78448,0452260116,8
328089,78448,0671726889,8
328097,78448,0684865742,8
328369,78553,0345339495,10
328384,78553,0380702843,9
328425,78553,0399144463,9
328464,78553,044048474X,10
328479,78553,0446515078,6
328521,78553,0517580497,9
328540,78553,0553294903,10
328542,78553,0553296981,10
328555,78553,0609610597,9
328558,78553,0671036505,9
328628,78553,0875421180,10
329223,78783,0060987529,5
329417,78783,0316666343,10
329481,78783,0345423291,10
329498,78783,0345445848,10
329656,78783,0380718340,9
329780,78783,0385335482,8
329782,78783,0385335881,9
329783,78783,0385336179,9
330131,78783,0449221482,7
330132,78783,0449221490,8
330140,78783,0449223604,9
330148,78783,0449907481,7
330251,78783,0452281903,10
330552,78783,0671036505,10
330563,78783,0671042572,8
330608,78783,0671693816,8
330707,78783,0684853515,7
330711,78783,0684872153,9
330724,78783,0743203631,8
330794,78783,0767915054,8
330838,78783,080411868X,7
330842,78783,0805019375,8
330938,78783,089480829X,9
331107,78834,0060256672,10
331165,78834,014023828X,10
331315,78834,0375701907,8
331365,78834,0385333412,7
331390,78834,0399145990,10
331394,78834,0399501487,10
331422,78834,0439425220,10
331503,78834,0449911519,10
331575,78834,0553573616,5
331730,78834,0671693816,8
331750,78834,0679751521,7
331803,78834,0743224574,10
331838,78834,0786867647,10
331879,78834,0836204387,10
332018,78841,0140244824,7
332019,78841,0316601950,7
332021,78841,0345435168,6
332023,78841,0375706771,6
332024,78841,0380730138,6
332028,78841,0452260116,3
332029,78841,0452282195,5
332034,78841,074322423X,5
332443,78973,0028604199,9
332493,78973,0140620427,7
332515,78973,0316666009,8
332551,78973,034540761X,6
332552,78973,0345413873,7
332553,78973,0345413903,8
332568,78973,0375504613,7
332578,78973,0380718340,8
332587,78973,0385335881,9
332588,78973,0385336179,9
332589,78973,0385336810,9
332593,78973,0385494246,6
332619,78973,0425140032,10
332621,78973,0425142485,7
332635,78973,0425180638,7
332638,78973,042518630X,7
332640,78973,0439139600,10
332647,78973,0440204208,7
332662,78973,0440241413,9
332682,78973,0446604801,7
332683,78973,0446605484,8
332727,78973,0452281679,7
332750,78973,0553292722,7
332755,78973,0553561618,6
332757,78973,055356451X,7
332758,78973,0553564528,7
332760,78973,0553569031,7
332763,78973,055357227X,6
332767,78973,0553582747,9
332772,78973,0553801430,9
332789,78973,067100042X,8
332790,78973,0671004549,8
332805,78973,0671701231,8
332812,78973,0671867091,8
332817,78973,0671888587,8
332829,78973,0684810395,8
332856,78973,0740723367,9
332967,78973,0836217691,10
332978,78973,0836218620,10
332981,78973,0836218787,10
332988,78973,0836220889,10
332992,78973,0836221362,10
333183,79009,0345434803,10
333189,79009,0441000916,7
333191,79009,0441002935,7
333192,79009,0441003745,9
333197,79009,0452266564,10
333203,79009,0515133876,10
333209,79009,0765342987,9
334073,79266,0061032093,9
334104,79266,0446610542,9
334107,79266,0449219364,8
334108,79266,0449219461,8
334109,79266,0449221504,9
334110,79266,0449221512,8
334111,79266,0515132020,9
334115,79266,051513628X,9
334116,79266,0515136379,9
334117,79266,0515136530,9
334118,79266,0553271636,8
334119,79266,0553279556,8
334120,79266,0553280368,8
334121,79266,0553284789,8
335322,79740,0345413873,8
335335,79740,0425135020,5
335341,79740,0425183971,7
335351,79740,0451203895,5
335354,79740,0515121843,5
335355,79740,051512219X,3
335367,79740,055356773X,5
335372,79740,0671021001,7
335376,79740,0671568833,6
336224,79977,0345452534,5
336229,79977,0385497466,7
336236,79977,0425116840,8
336244,79977,0446672211,9
336259,79977,0684865742,9
336270,79977,0891075275,7
337344,80538,0060976845,7
337390,80538,0312305060,8
337398,80538,0316666343,8
337416,80538,0345391810,10
337423,80538,0375504613,7
337427,80538,0375725849,10
337436,80538,038082101X,8
337457,80538,0451523377,8
337461,80538,0452282152,8
337470,80538,055321313X,10
337482,80538,0670031909,8
337501,80538,0684801523,8
337524,80538,0894808249,8
338090,80683,0399501487,10
338096,80683,0440180295,7
338140,80683,0452264464,10
338183,80683,0671527215,2
338197,80683,0671864173,3
338200,80683,0679720200,7
338204,80683,0679746048,9
338603,80810,014038572X,10
338615,80810,0345423615,10
338663,80810,0440225701,5
338667,80810,044048474X,7
338672,80810,0446604801,10
338701,80810,0515135739,9
338707,80810,0553278274,6
338711,80810,0553579606,8
338725,80810,0671002481,7
338735,80810,0671864173,9
338767,80810,1551667010,8
339139,80945,0066214122,10
339157,80945,0312990456,10
339159,80945,0316666343,9
339162,80945,0345353145,7
339163,80945,0345380371,9
339173,80945,0380725827,8
339196,80945,0440225817,7
339204,80945,0446604801,6
339205,80945,0446606189,8
339848,81121,0061057649,8
339852,81121,0345404475,8
339856,81121,0399501487,7
339861,81121,0441172717,8
339863,81121,0441569595,10
339877,81121,0684801523,8
340263,81216,0142001821,8
340266,81216,0345392825,7
340271,81216,0385336179,6
340275,81216,0385730586,5
340279,81216,042517736X,6
340287,81216,0446603589,8
340303,81216,0679732411,9
340313,81216,0811801802,7
340314,81216,0811802981,7
340317,81216,0877017883,7
340397,81263,0060930535,10
340406,81263,0316666343,9
340425,81263,055321313X,8
340426,81263,0553213148,8
340428,81263,0553213164,8
340430,81263,0553213180,8
340440,81263,1400031346,10
340592,81298,0316601950,6
340601,81298,038542017X,8
340618,81298,0446394521,7
340653,81298,0842329218,7
340654,81298,0842329242,7
340655,81298,0842329250,7
340656,81298,0842329269,7
340657,81298,0842329277,7
340659,81298,0842332251,7
340660,81298,084233226X,7
340665,81298,1558746161,5
340670,81298,1573225126,8
341239,81492,0061032093,8
341286,81492,0316096199,9
341290,81492,0316666343,9
341299,81492,0345339703,9
341438,81492,0373825013,5
341464,81492,0380789035,8
341478,81492,0385314698,9
341487,81492,0385509456,9
341572,81492,0446610542,9
341756,81492,0679746048,9
341798,81492,0765342987,9
341882,81492,0891075275,9
341926,81492,1558745718,10
342110,81560,0061057649,8
342118,81560,0330267388,8
342123,81560,0345314255,8
342124,81560,0345317580,7
342129,81560,0345335511,9
342133,81560,0345339711,8
342161,81560,0345391810,8
342251,81560,0553293354,9
342281,81560,0670030643,9
342282,81560,0670031909,9
342289,81560,0671742515,7
342326,81560,0812513738,8
342329,81560,0812517725,9
342344,81560,0812551486,8
342371,81560,0886777631,8
342372,81560,0886777844,7
342480,81597,0316666343,8
342488,81597,0380710218,8
342489,81597,0380718340,8
342493,81597,0385421982,7
342521,81597,0425154092,8
342527,81597,0446353957,7
342563,81597,0553292722,8
342566,81597,0553800973,5
342575,81597,0671701231,7
342583,81597,0671867172,8
342591,81597,0684810387,8
342592,81597,0684810395,8
342593,81597,0684815451,8
342595,81597,0684835959,9
342597,81597,0684872153,10
342893,81682,0060008032,9
342917,81682,0312983271,5
342920,81682,0312983301,7
342929,81682,0373250118,8
342930,81682,0373250126,7
342935,81682,0375703063,5
342944,81682,0385335881,8
342963,81682,0449219461,7
342964,81682,0449221490,7
342965,81682,0449221504,7
342972,81682,0553279912,7
342997,81682,0767914767,10
343004,81682,155874262X,5
343143,81771,0060914653,6
343145,81771,0060932759,6
343162,81771,0312195516,10
343164,81771,0312305060,8
343171,81771,0345465083,10
343173,81771,0375705198,6
343223,81771,0684814994,7
343225,81771,0684872153,8
343238,81771,089480829X,8
343399,81848,015602943X,8
343409,81848,0316666009,7
343412,81848,0345339681,9
343413,81848,0345339703,9
343428,81848,0385336810,8
343434,81848,0385509456,7
343441,81848,0399150897,7
343448,81848,0425180964,8
343461,81848,0446515078,7
343473,81848,0451167538,8
343496,81848,0553801376,5
343518,81848,0767905180,8
343525,81848,0805019375,7
343529,81848,0812971043,7
343863,81977,0060392452,6
343918,81977,0316666343,7
343935,81977,0374525641,7
343941,81977,0375758992,8
344001,81977,0449912558,8
344009,81977,0452260116,10
344011,81977,0452266564,8
344100,81977,0804108749,6
344109,81977,0811801802,9
345049,82407,0375703861,7
345057,82407,0380717018,5
345061,82407,0385265700,9
345098,82407,044900371X,10
345122,82407,0553268449,3
345166,82407,0743422910,9
345200,82407,1550548913,8
345321,82497,0345380371,7
345323,82497,0373218192,5
345325,82497,0373244487,8
345328,82497,0380730820,8
345338,82497,0425132951,7
345339,82497,0425150143,7
345353,82497,0440242002,8
345364,82497,0515119644,8
345369,82497,0515131229,6
345372,82497,0553571885,8
345374,82497,055357230X,8
345375,82497,0553572326,8
345400,82497,1551668998,8
348532,83287,0061092606,10
348556,83287,0345413903,10
348563,83287,0380703882,10
348579,83287,0385492081,9
348585,83287,0399151648,10
348597,83287,0440217520,10
348617,83287,0449003795,10
348623,83287,0449221482,10
348624,83287,0449221490,10
348625,83287,0449221504,10
348626,83287,0449221512,9
348646,83287,0553279912,10
348648,83287,0553280368,10
348653,83287,0553563521,10
348660,83287,067100042X,10
348677,83287,0684835983,10
348701,83287,0894803204,10
349171,83496,0060173289,5
349178,83496,0064471047,9
349184,83496,0064471101,9
349201,83496,0440414806,8
349216,83496,0452282128,8
349220,83496,0553212478,9
349419,83637,0060927569,6
349428,83637,0060976497,9
349434,83637,0061044431,8
349552,83637,0399144463,7
349557,83637,0425133516,7
349600,83637,0446387878,8
349647,83637,0553277472,8
349687,83637,0671693816,5
349803,83646,0060008032,6
349807,83646,0312288115,3
349810,83646,0380818973,8
349812,83646,0385336179,7
349813,83646,0385509510,9
349823,83646,0452268060,7
349886,83671,0060976845,9
349887,83671,0060987103,9
349888,83671,0061000043,8
349894,83671,0064471055,9
349933,83671,034538475X,7
349935,83671,0345397819,9
349937,83671,0345404475,9
349938,83671,0345409671,7
349939,83671,0345422406,5
349952,83671,0425181685,9
349962,83671,0441000916,9
349965,83671,0441002935,9
349966,83671,0441003745,9
349967,83671,0441004520,9
349968,83671,0441005241,9
349969,83671,0441005748,9
350001,83671,0452260116,10
350016,83671,0553573403,9
350739,84024,0061031550,8
350745,84024,0061092606,7
350772,84024,0312966091,9
350776,84024,0312976275,8
350792,84024,0345447867,7
350860,84024,0385729340,9
350861,84024,0385730586,8
350894,84024,0440108268,8
350947,84024,0446675059,9
350950,84024,0449003787,7
350988,84024,0553292722,7
350992,84024,0553560247,8
351068,84024,0805036377,7
351920,84523,0060934417,8
351928,84523,0345380371,6
351933,84523,0375725784,5
351938,84523,0440178002,5
351939,84523,0440226104,3
351946,84523,0553278274,5
351950,84523,0671693816,5
352444,84795,034541389X,7
352449,84795,0399150897,7
352454,84795,0425189031,10
352455,84795,0425191583,10
352465,84795,0553561618,8
352466,84795,055356451X,5
352467,84795,0553564528,9
352468,84795,0553579606,7
352469,84795,0553582526,6
352470,84795,0553584375,9
352485,84795,0821769367,7
352879,84882,0375705171,10
352880,84882,0375706771,8
352888,84882,0440225701,6
352893,84882,0451190491,9
352894,84882,0451190521,9
352895,84882,0451190548,9
352896,84882,0451190556,9
352897,84882,0451190564,9
352898,84882,0451190572,9
352906,84882,0671004549,5
353920,85426,0142001805,8
353958,85426,0375700757,9
353969,85426,0385335482,6
354047,85426,0679734775,5
354077,85426,0786881852,8
354083,85426,0804115761,7
354128,85426,1558744150,9
354428,85526,0060930535,8
354440,85526,0062502182,10
354484,85526,0312099436,6
354486,85526,0312195516,8
354561,85526,0385721420,7
354595,85526,0452282152,7
354605,85526,0553250426,8
354670,85526,0684801221,9
354684,85526,0740723367,5
354742,85526,0786881852,8
354760,85526,0811802981,8
354762,85526,0811825558,8
354772,85526,0877017883,8
354773,85526,0877733759,6
354795,85526,1550548913,9
355055,85656,0064405842,10
355067,85656,0312966806,8
355073,85656,0345313151,7
355083,85656,0345362861,9
355138,85656,0380710218,8
355333,85656,0553299506,7
355340,85656,0553568701,8
355839,85757,0060392452,7
355848,85757,0060976845,6
355886,85757,0312305060,9
355922,85757,0375705856,8
355926,85757,0375725784,9
355929,85757,0375727132,9
355945,85757,0385335482,6
355946,85757,0385335881,6
355950,85757,0385337116,9
355954,85757,0385503954,7
355955,85757,0385509510,7
355957,85757,0385721420,7
355980,85757,0446673544,7
356021,85757,0609608444,9
356042,85757,0679457313,7
356045,85757,0679736042,7
356046,85757,067976397X,9
356062,85757,0743224574,8
356133,85757,1573229571,6
356141,85757,1592400876,8
357375,86145,0140276904,6
357389,86145,0345423615,7
357459,86145,0553148001,9
357460,86145,0553212451,8
357469,86145,0553299506,5
357474,86145,0553580191,8
357500,86145,0805063889,7
357596,86189,0060173289,5
357598,86189,0060914653,9
357599,86189,0060964049,8
357627,86189,0312150601,10
357636,86189,0316666343,8
357650,86189,0374172897,10
357652,86189,0375703764,10
357665,86189,0385494246,8
357699,86189,0449907481,7
357743,86189,0688170528,4
357805,86202,0060502258,6
357819,86202,0060987529,7
357928,86202,0385335482,7
357940,86202,0385730586,7
357954,86202,0441008534,8
357960,86202,0446604801,5
357977,86202,0452282152,9
358092,86202,1400031354,7
358094,86202,1400034779,7
358304,86243,0061057649,10
358360,86243,0140430016,6
358411,86243,0312980140,5
358419,86243,0330267388,10
358562,86243,0452264464,9
358593,86243,055321313X,9
358596,86243,0553262505,7
358650,86243,0671742515,10
358778,86243,0971880107,6
360030,86720,0060502258,6
360036,86720,034539657X,7
360047,86720,0380804697,6
360058,86720,0440236738,8
360065,86720,0553569031,6
360067,86720,0553572326,7
360073,86720,0553582127,7
360213,86835,0060938455,10
360234,86835,0316666343,10
360251,86835,0375706771,10
360278,86835,0446672211,8
360297,86835,0553250426,5
360298,86835,0553250531,5
360303,86835,0553280945,5
360321,86835,067169507X,5
360326,86835,0679731725,5
361158,87141,0316779423,8
361309,87141,038533558X,10
361313,87141,0385421982,8
361320,87141,0385497466,8
361390,87141,0425109720,8
361401,87141,0425128164,8
361429,87141,0425158594,8
361446,87141,0425180050,8
361449,87141,0425180964,8
361455,87141,0425182886,7
361458,87141,0425185710,7
361513,87141,0441003257,9
361652,87141,0451169514,7
361910,87141,0671519816,8
362163,87141,0836218221,8
362175,87141,0842329242,8
362177,87141,0842332251,8
362178,87141,0842332278,8
363192,87555,0060392452,10
363223,87555,0060938455,10
363244,87555,0062502182,7
